123,PSARC,,"At PSARC, you can get a sexual assault exam done. Getting a rape kit done here does not require interaction with the Philadelphia SVU. However, filing a report with the SVU is the only way to start any criminal process, although you are not required to do so.
Special Services can provide accompaniment and transportation to PSARC.
Contact:
Address: 300 E. Hunting Park Ave, Philadelphia, PA 19124
Email: psarc@drexel.edu
Non-emergency phone: 215-800-1589
Emergency phone (for on-call sexual assault nurse examiner/SANE): 215-425-1625",https://drexel.edu/cnhp/practices/Philadelphia%20Sexual%20Assault%20Response%20Center/
124,RAINN (Emotional and Physical),,"To speak with someone who is trained to help, call the National Sexual Assault Hotline at 800.656.HOPE (4673) or chat online at online.rainn.org.",https://www.rainn.org/articles/self-care-after-trauma
125,Consuming Media,,"The media can be a great tool for increasing public awareness about sexual violence, but it can also pose challenges for some survivors. Portrayals of sexual violence in movies, television shows, the news, and social media can prompt negative reactions, from flashbacks and anxiety to feelings of sadness or irritability. This article describes a few ways of helping to limit exposure to media that could prompt uncomfortable experiences/emotions. ",https://www.rainn.org/articles/tips-survivors-consuming-media
126,National Sexual Violence Resource Center,,This document provides a brief overview of trauma and how to take care of yourself when working to address sexual violence.,https://www.nsvrc.org/publications/nsvrc-publications-articles/self-care-and-trauma-work
127,Student Intervention Services,,"Student Intervention Services (SIS) enhances well-being, academic success, and personal growth within Penn’s diverse student body through crisis intervention and prevention. SIS collaborates with multidisciplinary partners to provide support, advocacy, solutions, and coordination of services (such as interim measures) for individual students and the Penn community.
Please note: this resource is not confidential.
Contact:
Email: vpul-sisteam@pobox.upenn.edu
Phone: (215) 898-6081
Address: 3611 Locust Walk Philadelphia, PA 19104",https://sis.vpul.upenn.edu
128,Documenting Abusive Relationships,,"Documenting the warning signs of dating abuse (in every form that it occurs) will help provide proof of your partner’s behavior if you ever need it, for legal reasons or otherwise. For some survivors, it can simply be useful to validate your experience and process complex emotions. This document outlines the ways to document abuse.",https://www.thehotline.org/resources/documenting-abuse/
129,Tips to avoid evidence destruction,,"Survivors are advised to avoid smoking, drinking, douching, bathing or changing their clothes prior to the exam. However, if any of these are done, the survivor can still get an exam.",
130,How to talk to a survivor,,"We’re glad to see that you want to support your friend. It’s important that your friend feels validated and believed, as your initial response may determine what their healing journey looks like.
Here are a few tips for what to say or do when you hear a disclosure:
Give them time and space while they are talking – Silence is okay.
Respect personal space issues and do not touch them without asking permission.
Avoid asking “Why” questions or being investigative. You do not need to know the details of someone’s experience in order to support them.
Offer a couple of the confidential resources if they would like to speak with someone (eg. PVP, Special Services, STTOP)
Only answer questions you are comfortable answering. It’s okay to say, “I don’t know, but I know how to find help.” You can find more information about getting help at PVP’s website: pvp.vpul.upenn.edu
Allow them to guide the next steps.
Use statements such as:
Thank you for telling me. / Thank you for trusting me.
It’s not your fault. / You didn’t do anything to deserve this.
I care about you and I’m here to listen or help in any way I can.
This must be really (hard/confusing) for you.
I’m sorry this happened. This shouldn’t have happened to you.
 What do you need the most right now? / How can I help support you?
After the disclosure: Maintain their confidentiality. You have been trusted with something very personal. This is not your story to tell. If you find yourself struggling with the details of their story, or if you’d like to talk it through with someone, Penn Violence Prevention is a confidential resource that can help you process this experience.",
131,How to get support for yourself,,"A disclosure may bring up challenging feelings about your own lived experiences. Know that it is OK if you need to step back and refer the person to a different resource.
Seek a confidential resource, such as Penn Violence Prevention, or therapist who can talk through your feelings if you want to.",https://www.rainn.org/TALK
132,How to follow up with a friend afterwards,,"Show that you care about them as a friend, beyond their experience.
Check in periodically even if it feels like what happened occurred a long time ago.
Ask them what they need from you, and be honest about what you can give.",
133,Don't know,,"It sounds like you're not sure what your friend is looking for right now. For now, be sure to support your friend, believe them, and listen to them.
Here are a few tips for what to say or do when you hear a disclosure:
Give them time and space while they are talking – Silence is okay.
Respect personal space issues and do not touch them without asking permission.
Avoid asking “Why” questions or being investigative. You do not need to know the details of someone’s experience in order to support them.
Use statements such as:
-   Thank you for telling me. / Thank you for trusting me.
-   It’s not your fault. / You didn’t do anything to deserve this.
-   I care about you and I’m here to listen or help in any way I can.
-   This must be really (hard/confusing) for you.
-   I’m sorry this happened. This shouldn’t have happened to you.
-   What do you need the most right now? / How can I help support you?
Offer a couple of the confidential resources if they would like to speak with someone.
Only answer questions you are comfortable answering. It’s okay to say, “I don’t know, but I know how to find help.” You can find more information about getting help at PVP’s website: pvp.vpul.upenn.edu
Allow them to guide the next steps.
Maintain their confidentiality.You have been trusted with something very personal. This is not your story to tell. If you find yourself struggling with the details of their story, or if you’d like to talk it through with someone, Penn Violence Prevention is a confidential resource that can help you process this experience.",
134,Philadelphia Domestic Violence Hotline,,"Help is available! Call the citywide, 24-hour Philadelphia Domestic Violence Hotline anytime for crisis intervention, safety planning, resources and referrals. All calls are free, confidential and anonymous.
Hotline counselors can help connect you with free services in the Philadelphia area, including emergency housing, legal services, behavioral health services and other resources.
Contact:
Phone: 1-866-723-3014",
135,"We understand these situations can be very unsettling. To talk this through with a confidential resource, please talk to Penn Violence Prevention",,This link redirects to offices that work as a team to ensure you receive appropriate accommodations and support regardless of your choice to make an official report.,https://pvp.universitylife.upenn.edu/gethelp/
136,Active Bystander,,"The first step is to recognize that harm is occurring. If something feels off or unsafe, it probably is- trust your gut instinct. If you think someone is being harmed/about to be harmed, intervene in a way that feels safest for you. That could look like distracting those involved, delegating to friends or resources, or directly intervening. We recommend reaching out to PVP to take a Bystander Intervention Workshop.",
137,Staying Safe on campus,,"For tips on how to stay safe on campus and in social settings click ""Learn More""",https://www.rainn.org/articles/staying-safe-campus
138,Student Groups on Campus that Support Survivors,,"Abuse and Sexual Assault Prevention: ASAP is a group of undergraduate and graduate students dedicated to raising awareness about sexual violence on campus. They host discussions, speaker events, documentary screenings, and other events to increase conversation about consent and survivor resources at Penn. In the spring, ASAP plans and sponsors Take Back The Night, a campus-wide protest of sexual violence and a survivor vigil. For more information visit:
PAVE: PAVE stands for Penn Anti-Violence Educators. PAVE members are committed students who are trained to facilitate workshops to their peers about the important role bystanders can play in ending sexual and relationship violence on campus. PAVE students work in teams to facilitate these workshops to a diverse range of groups and communities across campus.
Reach-A-Peer Helpline: RAP-Line is a peer helpline established by Penn students to provide peer support, information, and referrals. It is open to all students who wish to share a problem, are in need of information, or just want to talk to someone anonymously and confidentially. The service is run by trained student volunteers who have an awareness of campus resources and skills in active listening techniques. Volunteers acknowledge that they are not professional counselors, but rather peers who provide a warm, safe, unbiased, and supportive environment conducive to self-help. RAP-Line is a stepping-stone in serving the Penn community. The phone call is free, anonymous, and confidential. RAP-Line is not a crisis-intervention line. For more information visit: https://pennclubs.com/club/rapline
Penn V-Day: Penn V-Day is one of the largest and most successful social justice movements on campus. Beginning in 2019, Penn V-Day is no longer putting on a production of the Vagina Monologues and is instead building a brand new set of monologues, written and performed by the Penn community called Penn Monologues. The show asks for students’ complexities, aspirations, and revelations to truly embody their mission of uplifting marginalized voices in this movement.",https://pvp.universitylife.upenn.edu/student-groups/
139,Acknowledging Harm,,"It can be very difficult to know what to do when a friend or classmate discloses to you that they have caused harm. Remember in this moment that though you have been entrusted with this information, it is not on you to meet all of the needs of the individuals and the community – your responsibility is to do what is within your capacity to keep yourself and your community safe. It is very appropriate to seek out supportive resources – you do not need to handle this situation on your own.
Acknowledging that something one that has said or done has caused harm is the first stage of the larger process of accountability, and can, with support, lead to healing and repair. Accountability is difficult and complex, and Restorative Practices @ Penn (RP@P) can be a supportive confidential space during that process.",
140,"LGBT center
",,"The LGBT Center is a confidential resource and will refer you to another resource if you wish to make a complaint or file a report, but doesn’t have a direct resource for reporting sexual violence.
Contact:
Phone: 215-898-5044
Email: ecross@upenn.edu
Address: 3907 Spruce St, Philadelphia, PA 19104",https://lgbtc.vpul.upenn.edu/
141,"RP@P, Office of Student Conduct Restorative Justice Practice",,"Restorative Practices @ Penn
In situations of interpersonal harm, RP@P can provide safe, confidential, supportive resources to help the harmed party access healing and support, and for the responsible party to work toward accountability and repair. If the survivor and perpetrator agree, Restorative Practices can facilitate group or shuttled mediation.
Contact:
Email: pcerdera@upenn.edu
Address: 3440 Market St., Suite 400, Philadelphia, PA 19104",https://csa.upenn.edu/restorative-practices-penn
142,In the case the person who caused harm wants to disclose that they caused harm,,"Being a good supporter can look like supporting accountability.
They are not defined by what they did. At the same time, share that what they did was wrong and that they are responsible to be accountable for the impact of their actions
You are not the arbiter of truth, and you can support healing and accountability without needing to hold the entire hurt
Remember the harmed person’s needs and wishes when deciding how you want to proceed with your friend",
143,Referrals to counselors in PHiladelphia,,"All students have access to Student Health and Counseling (SHAC). Counselors and healthcare providers within SHAC can provide you a referral to providers in the Philadelphia area. This can allow for more continually care than SHAC, however, these appointments are not covered by the university. You can work with SHAC to find a mental health provider in the area and get guidance on how to managing paying for.",
144,Student Health Services,,"Hours: Monday through Wednesday: 8 am – 8 pm
Thursday and Friday: 8 am – 6 pm
Saturday: 10 am – 3 pm
Closed on Sundays
Address: 3535 Market Street, Suite 100, Philadelphia, PA 19104
Phone (24/7): 215-746-3535",
145,Trust your gut,,"The first step is to recognize that harm is occurring. If something feels off or unsafe, it probably is- trust your gut instinct. If you think someone is being harmed/about to be harmed, intervene in a way that feels safest for you. That could look like: 
- distracting those involved
- delegating to friends or resources
- directly intervening
- documenting the event
Contact Penn Police (on campus) or Philadelphia Police (off campus)
We recommend reaching out to Penn Violence Prevention to take a Bystander Intervention Workshop.",
146,Amnesty,,"If you experience or witness sexual misconduct while consuming alcohol or drugs, the Associate Vice President (AVP) for Equity and Title IX Officer will not pursue a separate disciplinary process if you report the incident to the University or to law enforcement. This amnesty will extend to any process under the Sexual Misconduct Policy as well.",
147,How to set healthy boundary/ Healthy relationships,,Online resource or come talk to PVP,
148,Signs of unhealthy relationships,,"Behaviors that indicate relationship violence and/or stalking should not be ignored. If you or a friend is experiencing these signs, please get in touch with a confidential resource to navigate the situation.
Signs of an unhealthy relationship include: expressing overly intense emotions or over-the-top behavior, manipulation, sabotaging reputation, achievements or success, guilting, deflecting responsibility, being possessive, isolating you from friends and family, belittling you, and/or making you feel scared, confused, or intimidated.",
149,RAINN (Safety Planning),,"Safety planning is about brainstorming ways to stay safe that may also help reduce the risk of future harm. It can include planning for a future crisis, considering your options, and making decisions about your next steps. Finding ways to stay and feel safer can be an important step towards healing, and these plans and actions should not increase the risk of being hurt.",https://www.rainn.org/articles/safety-planning
